76.4,5.941570699214935,0.8124373119358074,1.0,0.7035775127768313,0.6296819787985866,0.6750814332247557,0.9638055842812823,0.7466442953020134,0.906886517943744,0.9382352941176471,0.6301460823373174,0.81,0.066,0.826,0.891,0.829,0.932,0.445,0.935,0.957,0.949
78.25,5.089128524065018,0.841995841995842,1.0,0.787819253438114,0.7972972972972973,0.7077175697865353,0.9720496894409938,0.714828897338403,0.9021636876763875,0.9545454545454546,0.5331444759206799,0.81,0.097,0.802,0.885,0.862,0.939,0.564,0.959,0.966,0.941
79.3,4.68013060092926,0.760337552742616,1.0,0.7714025500910747,0.8563049853372434,0.7863501483679525,0.9841605068637803,0.746938775510204,0.9036827195467422,0.9566929133858267,0.5346869712351946,0.901,0.153,0.847,0.876,0.795,0.932,0.549,0.957,0.972,0.948
79.81,4.474745035171509,0.8027397260273973,1.0,0.7758462946020128,0.8553758325404377,0.8042813455657493,0.980083857442348,0.7425742574257426,0.9223300970873787,0.9605911330049262,0.5275204359673025,0.879,0.138,0.848,0.899,0.789,0.935,0.6,0.95,0.975,0.968
80.53,4.2986869513988495,0.7967479674796748,1.0,0.7586206896551724,0.8632395732298739,0.8080808080808081,0.9755351681957186,0.7594771241830065,0.928919182083739,0.9710578842315369,0.5443686006825939,0.882,0.179,0.88,0.89,0.8,0.957,0.581,0.954,0.973,0.957
81.02,4.193604588508606,0.8474747474747475,1.0,0.7870201096892139,0.8579599618684461,0.8239508700102354,0.9814241486068112,0.7136706135629709,0.9117370892018779,0.9663699307616221,0.5475086906141368,0.839,0.19,0.861,0.9,0.805,0.951,0.663,0.971,0.977,0.945
81.71,4.0154493153095245,0.8334928229665072,1.0,0.7951807228915663,0.8822374877330716,0.8261780104712042,0.9778002018163471,0.7233584499461787,0.9286403085824494,0.9692460317460317,0.5542590431738623,0.871,0.223,0.858,0.899,0.789,0.969,0.672,0.963,0.977,0.95
81.29,4.031255066394806,0.8381046396841066,1.0,0.8164435946462715,0.8560677328316086,0.8156862745098039,0.9787018255578094,0.7426636568848759,0.9392752203721841,0.967391304347826,0.536571747627024,0.849,0.162,0.854,0.91,0.832,0.965,0.658,0.959,0.979,0.961
81.84,3.9542585909366608,0.8498498498498499,1.0,0.7934485896269335,0.8728323699421965,0.8230088495575221,0.9827586206896551,0.7502824858757062,0.9412915851272016,0.9750747756729811,0.5449915110356537,0.849,0.184,0.872,0.906,0.837,0.969,0.664,0.962,0.978,0.963
84.07,3.7654603123664856,0.8107370336669699,1.0,0.7892376681614349,0.8700673724735323,0.8242303872889771,0.977022977022977,0.7961038961038961,0.9396299902629016,0.9664694280078896,0.6292875989445911,0.891,0.412,0.88,0.904,0.83,0.978,0.613,0.965,0.98,0.954
